Index_1   ,Index_2   ,Filename_1               ,Filename_2               ,Str_sim        ,Eff_sim        ,Loose_sim      ,Connect   
9         ,12        ,009_docked_4.sdf         ,012_docked_7.sdf         ,0.54881        ,0.54881        ,0.54881        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,17:19,18:20,19:22,20:21,21:17,22:23,23:24
9         ,13        ,009_docked_4.sdf         ,013_docked_8.sdf         ,0.63763        ,0.63763        ,0.63763        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:13,13:12,14:14,15:15,16:16,17:18,18:19,19:20,20:21,21:17,22:22
9         ,14        ,009_docked_4.sdf         ,014_docked_9.sdf         ,0.90484        ,0.90484        ,0.90484        ,Yes       ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:18,18:19,19:21,20:20,21:17,22:22,23:23,24:25,25:24,26:26
9         ,15        ,009_docked_4.sdf         ,015_docked_xtal_1.sdf    ,0.90484        ,0.90484        ,0.90484        ,Yes       ,0:1,1:2,2:3,3:4,4:5,5:6,6:7,7:8,8:9,9:10,10:12,11:14,12:16,13:15,14:17,15:0,16:13,17:21,18:22,19:23,20:24,21:25,22:11,23:29,24:18,25:19,26:20
10        ,11        ,010_docked_5.sdf         ,011_docked_6.sdf         ,0.74082        ,0.74082        ,0.74082        ,Yes       ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:16,16:22,17:15,18:18,19:19,20:20,21:21,22:17,23:23
10        ,12        ,010_docked_5.sdf         ,012_docked_7.sdf         ,0.07427        ,0.07427        ,0.07427        ,No        ,6:6,11:11,12:12,13:13,14:14,20:22,21:21,23:24
10        ,13        ,010_docked_5.sdf         ,013_docked_8.sdf         ,0.20190        ,0.20190        ,0.20190        ,No        ,0:0,1:9,2:8,6:6,7:7,8:2,9:1,11:11,12:13,13:12,14:14,16:18,17:15,18:22,20:21,21:20,22:10
10        ,14        ,010_docked_5.sdf         ,014_docked_9.sdf         ,0.27253        ,0.27253        ,0.27253        ,No        ,0:1,1:0,2:9,6:6,7:8,8:7,9:2,10:22,11:11,12:12,13:13,14:14,17:18,18:15,20:20,21:21,22:5,23:23
10        ,15        ,010_docked_5.sdf         ,015_docked_xtal_1.sdf    ,0.27253        ,0.27253        ,0.27253        ,No        ,0:1,1:10,2:9,6:7,7:8,8:3,9:2,10:25,11:14,12:16,13:15,14:17,16:21,17:0,18:11,20:24,21:23,22:12,23:29
11        ,12        ,011_docked_6.sdf         ,012_docked_7.sdf         ,0.22313        ,0.22313        ,0.22313        ,No        ,0:1,1:0,2:9,6:6,7:8,8:7,9:2,10:23,11:11,12:12,13:13,14:14,15:19,18:15,20:21,21:22,22:10,23:24
11        ,13        ,011_docked_6.sdf         ,013_docked_8.sdf         ,0.21225        ,0.21225        ,0.21225        ,No        ,0:0,1:9,2:8,6:6,7:7,8:2,9:1,11:11,12:13,13:12,14:14,15:15,18:22,20:21,21:20,22:18
11        ,14        ,011_docked_6.sdf         ,014_docked_9.sdf         ,0.30119        ,0.30119        ,0.30119        ,No        ,0:0,1:9,2:8,6:6,7:7,8:2,9:1,11:11,12:12,13:13,14:14,15:15,18:22,20:21,21:20,22:18,23:23,24:24,25:26,26:25
11        ,15        ,011_docked_6.sdf         ,015_docked_xtal_1.sdf    ,0.30119        ,0.30119        ,0.30119        ,No        ,0:1,1:10,2:9,6:7,7:8,8:3,9:2,10:25,11:14,12:16,13:15,14:17,15:0,18:11,20:24,21:23,22:21,23:29,24:20,25:18,26:19
12        ,13        ,012_docked_7.sdf         ,013_docked_8.sdf         ,0.49659        ,0.49659        ,0.49659        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:13,13:12,14:14,15:15,17:17,19:18,20:19,21:21,22:20,23:22
12        ,14        ,012_docked_7.sdf         ,014_docked_9.sdf         ,0.70469        ,0.70469        ,0.70469        ,Yes       ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,16:16,17:17,18:28,19:18,20:19,21:20,22:21,23:22,24:23
12        ,15        ,012_docked_7.sdf         ,015_docked_xtal_1.sdf    ,0.49659        ,0.49659        ,0.49659        ,No        ,0:1,1:2,2:3,3:4,4:5,5:6,6:7,7:8,8:9,9:10,10:12,11:14,12:16,13:15,14:17,17:25,19:21,20:22,21:24,22:23,23:11,24:29
13        ,14        ,013_docked_8.sdf         ,014_docked_9.sdf         ,0.67032        ,0.67032        ,0.67032        ,Yes       ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:13,13:12,14:14,15:15,16:16,17:17,18:18,19:19,20:21,21:20,22:22
13        ,15        ,013_docked_8.sdf         ,015_docked_xtal_1.sdf    ,0.57695        ,0.57695        ,0.57695        ,No        ,0:1,1:2,2:3,3:4,4:5,5:6,6:7,7:8,8:9,9:10,10:12,11:14,12:15,13:16,14:17,15:0,16:13,17:25,18:21,19:22,20:23,21:24,22:11
14        ,15        ,014_docked_9.sdf         ,015_docked_xtal_1.sdf    ,0.81873        ,0.81873        ,0.81873        ,No        ,0:1,1:2,2:3,3:4,4:5,5:6,6:7,7:8,8:9,9:10,10:12,11:14,12:16,13:15,14:17,15:0,16:13,17:25,18:21,19:22,20:24,21:23,22:11,23:29,24:19,25:18,26:20
