Index_1   ,Index_2   ,Filename_1               ,Filename_2               ,Str_sim        ,Eff_sim        ,Loose_sim      ,Connect   
0         ,110       ,000_7aaa.mol2            ,037_7dhb.sdf             ,0.00000        ,0.00000        ,0.00000        ,No        ,
0         ,111       ,000_7aaa.mol2            ,037_7eba.mol2            ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
0         ,112       ,000_7aaa.mol2            ,037_7eba.sdf             ,0.00000        ,0.00000        ,0.00000        ,No        ,
0         ,113       ,000_7aaa.mol2            ,038_7eba.sdf             ,0.00000        ,0.00000        ,0.00000        ,No        ,
0         ,114       ,000_7aaa.mol2            ,038_7efa.mol2            ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
0         ,115       ,000_7aaa.mol2            ,038_7efa.sdf             ,0.00000        ,0.00000        ,0.00000        ,No        ,
0         ,116       ,000_7aaa.mol2            ,039_7efa.sdf             ,0.00000        ,0.00000        ,0.00000        ,No        ,
0         ,117       ,000_7aaa.mol2            ,039_7fba.mol2            ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
0         ,118       ,000_7aaa.mol2            ,039_7fba.sdf             ,0.00000        ,0.00000        ,0.00000        ,No        ,
0         ,119       ,000_7aaa.mol2            ,040_7fba.sdf             ,0.00000        ,0.00000        ,0.00000        ,No        ,
0         ,120       ,000_7aaa.mol2            ,040_7fhb.mol2            ,1.22140        ,1.22140        ,1.22140        ,Yes       ,0:0
0         ,121       ,000_7aaa.mol2            ,040_7fhb.sdf             ,0.00000        ,0.00000        ,0.00000        ,No        ,
0         ,122       ,000_7aaa.mol2            ,041_7fhb.sdf             ,0.00000        ,0.00000        ,0.00000        ,No        ,
1         ,2         ,000_7aaa.sdf             ,001_7aaa_docked.sdf      ,1.00000        ,1.00000        ,1.00000        ,Yes       ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23,24:24,25:25,26:26,27:27,28:28,29:29,30:30,31:31,32:32,33:33,34:34,35:35,36:36,37:37,38:38,39:39,40:40,41:41,42:42,43:43,44:44
1         ,3         ,000_7aaa.sdf             ,001_7aab.mol2            ,0.00000        ,0.00000        ,0.00000        ,No        ,
1         ,4         ,000_7aaa.sdf             ,001_7aab.sdf             ,0.90484        ,0.90484        ,0.90484        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23,24:24,25:37,26:26,27:27,28:28,29:29,30:30,31:31,32:32,33:33,34:34,35:35,36:36,37:38,38:39,39:40,40:41,41:42,42:44,43:43,44:25
1         ,5         ,000_7aaa.sdf             ,002_7aab.sdf             ,0.90484        ,0.90484        ,0.90484        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23,24:24,25:37,26:26,27:27,28:28,29:29,30:30,31:31,32:32,33:33,34:34,35:35,36:36,37:38,38:39,39:40,40:41,41:42,42:44,43:43,44:25
1         ,6         ,000_7aaa.sdf             ,002_7aac.mol2            ,0.00000        ,0.00000        ,0.00000        ,No        ,
1         ,7         ,000_7aaa.sdf             ,002_7aac.sdf             ,0.27253        ,0.27253        ,0.27253        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23,25:25,26:26,27:27,28:28,29:29,30:30,31:31,32:32,33:33,34:34,35:35,36:36,37:37,38:38,39:39,40:40,41:41
